"Time Stamp","Time Zone","Name","PTID","Load"
"05/14/2023 02:55:00","EDT","GENESE",61753,747.8625
"05/14/2023 02:55:00","EDT","HUD VL",61758,756.5841
"05/14/2023 02:55:00","EDT","LONGIL",61762,1622.6467
"05/14/2023 02:55:00","EDT","MHK VL",61756,576.4977
"05/14/2023 02:55:00","EDT","MILLWD",61759,205.3685
"05/14/2023 02:55:00","EDT","N.Y.C.",61761,4275.962
"05/14/2023 02:55:00","EDT","NORTH",61755,580.8312
"05/14/2023 02:55:00","EDT","WEST",61752,1187.1456
"05/14/2023 03:00:00","EDT","CAPITL",61757,896.5528
"05/14/2023 03:00:00","EDT","CENTRL",61754,1236.365
"05/14/2023 03:00:00","EDT","DUNWOD",61760,472.4813
"05/14/2023 03:00:00","EDT","GENESE",61753,743.2488
"05/14/2023 03:00:00","EDT","HUD VL",61758,764.8098
"05/14/2023 03:00:00","EDT","LONGIL",61762,1606.2339
"05/14/2023 03:00:00","EDT","MHK VL",61756,565.4151
"05/14/2023 03:00:00","EDT","MILLWD",61759,207.2754
"05/14/2023 03:00:00","EDT","N.Y.C.",61761,4275.914
"05/14/2023 03:00:00","EDT","NORTH",61755,587.2501
"05/14/2023 03:00:00","EDT","WEST",61752,1202.2123
"05/14/2023 03:05:00","EDT","CAPITL",61757,887.2805
"05/14/2023 03:05:00","EDT","CENTRL",61754,1232.8916
"05/14/2023 03:05:00","EDT","DUNWOD",61760,470.7377
"05/14/2023 03:05:00","EDT","GENESE",61753,755.3476
"05/14/2023 03:05:00","EDT","HUD VL",61758,745.6587
"05/14/2023 03:05:00","EDT","LONGIL",61762,1598.4028
"05/14/2023 03:05:00","EDT","MHK VL",61756,574.8916
"05/14/2023 03:05:00","EDT","MILLWD",61759,206.3855
"05/14/2023 03:05:00","EDT","N.Y.C.",61761,4250.6494
"05/14/2023 03:05:00","EDT","NORTH",61755,583.5696
"05/14/2023 03:05:00","EDT","WEST",61752,1180.5696
"05/14/2023 03:10:00","EDT","CAPITL",61757,895.0281
"05/14/2023 03:10:00","EDT","CENTRL",61754,1229.9545
"05/14/2023 03:10:00","EDT","DUNWOD",61760,464.3943
"05/14/2023 03:10:00","EDT","GENESE",61753,747.4657
"05/14/2023 03:10:00","EDT","HUD VL",61758,763.7748
"05/14/2023 03:10:00","EDT","LONGIL",61762,1611.019
"05/14/2023 03:10:00","EDT","MHK VL",61756,565.5325
"05/14/2023 03:10:00","EDT","MILLWD",61759,196.8411
"05/14/2023 03:10:00","EDT","N.Y.C.",61761,4272.051
"05/14/2023 03:10:00","EDT","NORTH",61755,578.6168
"05/14/2023 03:10:00","EDT","WEST",61752,1197.136
"05/14/2023 03:15:00","EDT","CAPITL",61757,887.5082
"05/14/2023 03:15:00","EDT","CENTRL",61754,1218.9547
"05/14/2023 03:15:00","EDT","DUNWOD",61760,471.7407
"05/14/2023 03:15:00","EDT","GENESE",61753,753.4106
"05/14/2023 03:15:00","EDT","HUD VL",61758,749.3038
"05/14/2023 03:15:00","EDT","LONGIL",61762,1601.6674
"05/14/2023 03:15:00","EDT","MHK VL",61756,557.7347
"05/14/2023 03:15:00","EDT","MILLWD",61759,207.3159
"05/14/2023 03:15:00","EDT","N.Y.C.",61761,4230.4326
"05/14/2023 03:15:00","EDT","NORTH",61755,599.183
"05/14/2023 03:15:00","EDT","WEST",61752,1187.9567
"05/14/2023 03:20:00","EDT","CAPITL",61757,891.1235
"05/14/2023 03:20:00","EDT","CENTRL",61754,1243.0137
"05/14/2023 03:20:00","EDT","DUNWOD",61760,467.4946
"05/14/2023 03:20:00","EDT","GENESE",61753,749.1403
"05/14/2023 03:20:00","EDT","HUD VL",61758,748.5131
"05/14/2023 03:20:00","EDT","LONGIL",61762,1595.905
"05/14/2023 03:20:00","EDT","MHK VL",61756,562.5712
"05/14/2023 03:20:00","EDT","MILLWD",61759,198.7493
"05/14/2023 03:20:00","EDT","N.Y.C.",61761,4222.91
"05/14/2023 03:20:00","EDT","NORTH",61755,586.422
"05/14/2023 03:20:00","EDT","WEST",61752,1205.7407
"05/14/2023 03:25:00","EDT","CAPITL",61757,869.7507
"05/14/2023 03:25:00","EDT","CENTRL",61754,1235.604
"05/14/2023 03:25:00","EDT","DUNWOD",61760,467.1137
"05/14/2023 03:25:00","EDT","GENESE",61753,758.3456
"05/14/2023 03:25:00","EDT","HUD VL",61758,760.4453
"05/14/2023 03:25:00","EDT","LONGIL",61762,1593.7202
"05/14/2023 03:25:00","EDT","MHK VL",61756,571.9993
"05/14/2023 03:25:00","EDT","MILLWD",61759,200.4596
"05/14/2023 03:25:00","EDT","N.Y.C.",61761,4234.1836
"05/14/2023 03:25:00","EDT","NORTH",61755,586.1873
"05/14/2023 03:25:00","EDT","WEST",61752,1178.3853
"05/14/2023 03:30:00","EDT","CAPITL",61757,880.8569
"05/14/2023 03:30:00","EDT","CENTRL",61754,1213.0247
"05/14/2023 03:30:00","EDT","DUNWOD",61760,462.1045
"05/14/2023 03:30:00","EDT","GENESE",61753,745.3582
"05/14/2023 03:30:00","EDT","HUD VL",61758,759.3336
"05/14/2023 03:30:00","EDT","LONGIL",61762,1591.1624
"05/14/2023 03:30:00","EDT","MHK VL",61756,576.9678
"05/14/2023 03:30:00","EDT","MILLWD",61759,210.0655
"05/14/2023 03:30:00","EDT","N.Y.C.",61761,4214.0215
"05/14/2023 03:30:00","EDT","NORTH",61755,574.7061
"05/14/2023 03:30:00","EDT","WEST",61752,1193.7931
"05/14/2023 03:35:00","EDT","CAPITL",61757,873.419
"05/14/2023 03:35:00","EDT","CENTRL",61754,1192.1565
"05/14/2023 03:35:00","EDT","DUNWOD",61760,457.1636
"05/14/2023 03:35:00","EDT","GENESE",61753,740.9111
"05/14/2023 03:35:00","EDT","HUD VL",61758,743.8885
"05/14/2023 03:35:00","EDT","LONGIL",61762,1595.3535
"05/14/2023 03:35:00","EDT","MHK VL",61756,573.407
"05/14/2023 03:35:00","EDT","MILLWD",61759,217.2322
"05/14/2023 03:35:00","EDT","N.Y.C.",61761,4199.809
"05/14/2023 03:35:00","EDT","NORTH",61755,586.5844
"05/14/2023 03:35:00","EDT","WEST",61752,1197.2668
"05/14/2023 03:40:00","EDT","CAPITL",61757,879.9486
"05/14/2023 03:40:00","EDT","CENTRL",61754,1220.1534
"05/14/2023 03:40:00","EDT","DUNWOD",61760,458.954
"05/14/2023 03:40:00","EDT","GENESE",61753,742.7676
"05/14/2023 03:40:00","EDT","HUD VL",61758,736.5189
"05/14/2023 03:40:00","EDT","LONGIL",61762,1585.436
"05/14/2023 03:40:00","EDT","MHK VL",61756,576.6616
"05/14/2023 03:40:00","EDT","MILLWD",61759,200.0639
"05/14/2023 03:40:00","EDT","N.Y.C.",61761,4197.11
"05/14/2023 03:40:00","EDT","NORTH",61755,582.3983
"05/14/2023 03:40:00","EDT","WEST",61752,1183.625
"05/14/2023 03:45:00","EDT","CAPITL",61757,873.3627
"05/14/2023 03:45:00","EDT","CENTRL",61754,1232.6887
"05/14/2023 03:45:00","EDT","DUNWOD",61760,459.8569
"05/14/2023 03:45:00","EDT","GENESE",61753,741.4468
"05/14/2023 03:45:00","EDT","HUD VL",61758,763.3781
"05/14/2023 03:45:00","EDT","LONGIL",61762,1576.126
"05/14/2023 03:45:00","EDT","MHK VL",61756,579.6901
"05/14/2023 03:45:00","EDT","MILLWD",61759,195.716
"05/14/2023 03:45:00","EDT","N.Y.C.",61761,4182.623
"05/14/2023 03:45:00","EDT","NORTH",61755,574.2777
"05/14/2023 03:45:00","EDT","WEST",61752,1186.2755
"05/14/2023 03:50:00","EDT","CAPITL",61757,872.1726
"05/14/2023 03:50:00","EDT","CENTRL",61754,1217.1604
"05/14/2023 03:50:00","EDT","DUNWOD",61760,459.1346
"05/14/2023 03:50:00","EDT","GENESE",61753,748.3999
"05/14/2023 03:50:00","EDT","HUD VL",61758,740.3171
"05/14/2023 03:50:00","EDT","LONGIL",61762,1575.2625
"05/14/2023 03:50:00","EDT","MHK VL",61756,571.4359
"05/14/2023 03:50:00","EDT","MILLWD",61759,198.4937
"05/14/2023 03:50:00","EDT","N.Y.C.",61761,4166.8516
"05/14/2023 03:50:00","EDT","NORTH",61755,586.589
"05/14/2023 03:50:00","EDT","WEST",61752,1172.5645
"05/14/2023 03:55:00","EDT","CAPITL",61757,875.4761
"05/14/2023 03:55:00","EDT","CENTRL",61754,1233.9194
"05/14/2023 03:55:00","EDT","DUNWOD",61760,455.47
"05/14/2023 03:55:00","EDT","GENESE",61753,738.5474
"05/14/2023 03:55:00","EDT","HUD VL",61758,748.3604
"05/14/2023 03:55:00","EDT","LONGIL",61762,1580.3469
"05/14/2023 03:55:00","EDT","MHK VL",61756,546.5421
"05/14/2023 03:55:00","EDT","MILLWD",61759,198.688
"05/14/2023 03:55:00","EDT","N.Y.C.",61761,4164.4976
"05/14/2023 03:55:00","EDT","NORTH",61755,603.2464
"05/14/2023 03:55:00","EDT","WEST",61752,1187.0033
"05/14/2023 04:00:00","EDT","CAPITL",61757,876.6678
"05/14/2023 04:00:00","EDT","CENTRL",61754,1234.2299
"05/14/2023 04:00:00","EDT","DUNWOD",61760,449.9798
"05/14/2023 04:00:00","EDT","GENESE",61753,743.5442
"05/14/2023 04:00:00","EDT","HUD VL",61758,754.0972
"05/14/2023 04:00:00","EDT","LONGIL",61762,1568.8314
"05/14/2023 04:00:00","EDT","MHK VL",61756,577.8081
"05/14/2023 04:00:00","EDT","MILLWD",61759,202.45
"05/14/2023 04:00:00","EDT","N.Y.C.",61761,4141.659
"05/14/2023 04:00:00","EDT","NORTH",61755,584.9772
"05/14/2023 04:00:00","EDT","WEST",61752,1187.5609
"05/14/2023 04:05:00","EDT","CAPITL",61757,876.3964
"05/14/2023 04:05:00","EDT","CENTRL",61754,1243.7224
"05/14/2023 04:05:00","EDT","DUNWOD",61760,455.4807
"05/14/2023 04:05:00","EDT","GENESE",61753,747.8531
"05/14/2023 04:05:00","EDT","HUD VL",61758,724.2166
"05/14/2023 04:05:00","EDT","LONGIL",61762,1577.2374
"05/14/2023 04:05:00","EDT","MHK VL",61756,560.1607
"05/14/2023 04:05:00","EDT","MILLWD",61759,209.193
"05/14/2023 04:05:00","EDT","N.Y.C.",61761,4143.3877
"05/14/2023 04:05:00","EDT","NORTH",61755,598.0333
"05/14/2023 04:05:00","EDT","WEST",61752,1184.6207
"05/14/2023 04:10:00","EDT","CAPITL",61757,889.4179
"05/14/2023 04:10:00","EDT","CENTRL",61754,1193.1235
"05/14/2023 04:10:00","EDT","DUNWOD",61760,449.9636
"05/14/2023 04:10:00","EDT","GENESE",61753,739.9074
"05/14/2023 04:10:00","EDT","HUD VL",61758,736.1235
"05/14/2023 04:10:00","EDT","LONGIL",61762,1577.5356
"05/14/2023 04:10:00","EDT","MHK VL",61756,575.4078
"05/14/2023 04:10:00","EDT","MILLWD",61759,207.65
"05/14/2023 04:10:00","EDT","N.Y.C.",61761,4140.291
"05/14/2023 04:10:00","EDT","NORTH",61755,589.0649
"05/14/2023 04:10:00","EDT","WEST",61752,1180.5414
"05/14/2023 04:15:00","EDT","CAPITL",61757,876.3214
"05/14/2023 04:15:00","EDT","CENTRL",61754,1192.2034
"05/14/2023 04:15:00","EDT","DUNWOD",61760,456.3519
"05/14/2023 04:15:00","EDT","GENESE",61753,742.1719
"05/14/2023 04:15:00","EDT","HUD VL",61758,752.7102
"05/14/2023 04:15:00","EDT","LONGIL",61762,1573.802
"05/14/2023 04:15:00","EDT","MHK VL",61756,576.2384
"05/14/2023 04:15:00","EDT","MILLWD",61759,192.6302
"05/14/2023 04:15:00","EDT","N.Y.C.",61761,4134.1875
"05/14/2023 04:15:00","EDT","NORTH",61755,581.8308
"05/14/2023 04:15:00","EDT","WEST",61752,1180.6482
"05/14/2023 04:20:00","EDT","CAPITL",61757,868.5474
"05/14/2023 04:20:00","EDT","CENTRL",61754,1200.5724
"05/14/2023 04:20:00","EDT","DUNWOD",61760,457.7222
"05/14/2023 04:20:00","EDT","GENESE",61753,741.0665
"05/14/2023 04:20:00","EDT","HUD VL",61758,731.1388
"05/14/2023 04:20:00","EDT","LONGIL",61762,1565.7504
"05/14/2023 04:20:00","EDT","MHK VL",61756,561.6445
"05/14/2023 04:20:00","EDT","MILLWD",61759,205.054
"05/14/2023 04:20:00","EDT","N.Y.C.",61761,4117.5127
"05/14/2023 04:20:00","EDT","NORTH",61755,594.6624
"05/14/2023 04:20:00","EDT","WEST",61752,1181.2644
"05/14/2023 04:25:00","EDT","CAPITL",61757,882.2475
"05/14/2023 04:25:00","EDT","CENTRL",61754,1183.7235
"05/14/2023 04:25:00","EDT","DUNWOD",61760,446.4115
"05/14/2023 04:25:00","EDT","GENESE",61753,749.317
"05/14/2023 04:25:00","EDT","HUD VL",61758,722.8143
"05/14/2023 04:25:00","EDT","LONGIL",61762,1569.7704
"05/14/2023 04:25:00","EDT","MHK VL",61756,579.3467
"05/14/2023 04:25:00","EDT","MILLWD",61759,211.9889
"05/14/2023 04:25:00","EDT","N.Y.C.",61761,4123.844
"05/14/2023 04:25:00","EDT","NORTH",61755,590.2499
"05/14/2023 04:25:00","EDT","WEST",61752,1187.3317
"05/14/2023 04:30:00","EDT","CAPITL",61757,868.7891
"05/14/2023 04:30:00","EDT","CENTRL",61754,1186.3461
"05/14/2023 04:30:00","EDT","DUNWOD",61760,445.4793
"05/14/2023 04:30:00","EDT","GENESE",61753,745.7727
"05/14/2023 04:30:00","EDT","HUD VL",61758,735.2212
"05/14/2023 04:30:00","EDT","LONGIL",61762,1564.3416
"05/14/2023 04:30:00","EDT","MHK VL",61756,592.6051
"05/14/2023 04:30:00","EDT","MILLWD",61759,208.4724
"05/14/2023 04:30:00","EDT","N.Y.C.",61761,4104.4756
"05/14/2023 04:30:00","EDT","NORTH",61755,582.0187
"05/14/2023 04:30:00","EDT","WEST",61752,1179.3215
"05/14/2023 04:35:00","EDT","CAPITL",61757,866.2536
"05/14/2023 04:35:00","EDT","CENTRL",61754,1177.7739
"05/14/2023 04:35:00","EDT","DUNWOD",61760,455.2373
"05/14/2023 04:35:00","EDT","GENESE",61753,742.9435
"05/14/2023 04:35:00","EDT","HUD VL",61758,738.0969
"05/14/2023 04:35:00","EDT","LONGIL",61762,1562.0969
"05/14/2023 04:35:00","EDT","MHK VL",61756,570.5096
"05/14/2023 04:35:00","EDT","MILLWD",61759,201.7089
"05/14/2023 04:35:00","EDT","N.Y.C.",61761,4091.4048
"05/14/2023 04:35:00","EDT","NORTH",61755,593.6303
"05/14/2023 04:35:00","EDT","WEST",61752,1180.6447
"05/14/2023 04:40:00","EDT","CAPITL",61757,862.1356
"05/14/2023 04:40:00","EDT","CENTRL",61754,1198.6218
"05/14/2023 04:40:00","EDT","DUNWOD",61760,450.6204
"05/14/2023 04:40:00","EDT","GENESE",61753,747.2981
"05/14/2023 04:40:00","EDT","HUD VL",61758,744.0745
"05/14/2023 04:40:00","EDT","LONGIL",61762,1566.597
"05/14/2023 04:40:00","EDT","MHK VL",61756,563.8129
"05/14/2023 04:40:00","EDT","MILLWD",61759,195.7647
"05/14/2023 04:40:00","EDT","N.Y.C.",61761,4099.9688
"05/14/2023 04:40:00","EDT","NORTH",61755,597.505
"05/14/2023 04:40:00","EDT","WEST",61752,1183.4696
"05/14/2023 04:45:00","EDT","CAPITL",61757,861.5076
"05/14/2023 04:45:00","EDT","CENTRL",61754,1193.2264
"05/14/2023 04:45:00","EDT","DUNWOD",61760,450.0083
"05/14/2023 04:45:00","EDT","GENESE",61753,742.8277
"05/14/2023 04:45:00","EDT","HUD VL",61758,737.8722
"05/14/2023 04:45:00","EDT","LONGIL",61762,1560.5927
"05/14/2023 04:45:00","EDT","MHK VL",61756,579.4484
"05/14/2023 04:45:00","EDT","MILLWD",61759,201.5427
"05/14/2023 04:45:00","EDT","N.Y.C.",61761,4092.3843
"05/14/2023 04:45:00","EDT","NORTH",61755,581.4379
"05/14/2023 04:45:00","EDT","WEST",61752,1165.885
"05/14/2023 04:50:00","EDT","CAPITL",61757,888.3977
"05/14/2023 04:50:00","EDT","CENTRL",61754,1220.1602
"05/14/2023 04:50:00","EDT","DUNWOD",61760,456.4394
"05/14/2023 04:50:00","EDT","GENESE",61753,743.8917
"05/14/2023 04:50:00","EDT","HUD VL",61758,735.4955
"05/14/2023 04:50:00","EDT","LONGIL",61762,1558.423
"05/14/2023 04:50:00","EDT","MHK VL",61756,566.5256
"05/14/2023 04:50:00","EDT","MILLWD",61759,205.7364
"05/14/2023 04:50:00","EDT","N.Y.C.",61761,4087.245
"05/14/2023 04:50:00","EDT","NORTH",61755,593.1882
"05/14/2023 04:50:00","EDT","WEST",61752,1178.9863
"05/14/2023 04:55:00","EDT","CAPITL",61757,864.2307
"05/14/2023 04:55:00","EDT","CENTRL",61754,1214.3373
"05/14/2023 04:55:00","EDT","DUNWOD",61760,447.8214
"05/14/2023 04:55:00","EDT","GENESE",61753,748.4428
"05/14/2023 04:55:00","EDT","HUD VL",61758,733.8995
"05/14/2023 04:55:00","EDT","LONGIL",61762,1553.836
"05/14/2023 04:55:00","EDT","MHK VL",61756,585.2757
"05/14/2023 04:55:00","EDT","MILLWD",61759,194.004
"05/14/2023 04:55:00","EDT","N.Y.C.",61761,4090.5347
"05/14/2023 04:55:00","EDT","NORTH",61755,590.2147
"05/14/2023 04:55:00","EDT","WEST",61752,1193.4407
"05/14/2023 05:00:00","EDT","CAPITL",61757,871.945
"05/14/2023 05:00:00","EDT","CENTRL",61754,1225.3842
"05/14/2023 05:00:00","EDT","DUNWOD",61760,450.5223
"05/14/2023 05:00:00","EDT","GENESE",61753,742.8364
"05/14/2023 05:00:00","EDT","HUD VL",61758,733.0879
"05/14/2023 05:00:00","EDT","LONGIL",61762,1554.7628
"05/14/2023 05:00:00","EDT","MHK VL",61756,579.5608
"05/14/2023 05:00:00","EDT","MILLWD",61759,197.2873
"05/14/2023 05:00:00","EDT","N.Y.C.",61761,4083.5825
"05/14/2023 05:00:00","EDT","NORTH",61755,589.8657
"05/14/2023 05:00:00","EDT","WEST",61752,1182.2338
"05/14/2023 05:05:00","EDT","CAPITL",61757,903.1041
"05/14/2023 05:05:00","EDT","CENTRL",61754,1219.2155
"05/14/2023 05:05:00","EDT","DUNWOD",61760,441.1128
"05/14/2023 05:05:00","EDT","GENESE",61753,745.9686
"05/14/2023 05:05:00","EDT","HUD VL",61758,708.2233
"05/14/2023 05:05:00","EDT","LONGIL",61762,1547.9457
"05/14/2023 05:05:00","EDT","MHK VL",61756,584.9157
"05/14/2023 05:05:00","EDT","MILLWD",61759,221.0843
"05/14/2023 05:05:00","EDT","N.Y.C.",61761,4064.3286
"05/14/2023 05:05:00","EDT","NORTH",61755,581.2626
"05/14/2023 05:05:00","EDT","WEST",61752,1190.1118
"05/14/2023 05:10:00","EDT","CAPITL",61757,883.975
"05/14/2023 05:10:00","EDT","CENTRL",61754,1232.8546
"05/14/2023 05:10:00","EDT","DUNWOD",61760,448.76
"05/14/2023 05:10:00","EDT","GENESE",61753,747.5369
"05/14/2023 05:10:00","EDT","HUD VL",61758,745.655
"05/14/2023 05:10:00","EDT","LONGIL",61762,1551.3148
"05/14/2023 05:10:00","EDT","MHK VL",61756,568.8193
"05/14/2023 05:10:00","EDT","MILLWD",61759,206.3645
"05/14/2023 05:10:00","EDT","N.Y.C.",61761,4079.5205
"05/14/2023 05:10:00","EDT","NORTH",61755,589.3771
"05/14/2023 05:10:00","EDT","WEST",61752,1209.7319
"05/14/2023 05:15:00","EDT","CAPITL",61757,902.6079
"05/14/2023 05:15:00","EDT","CENTRL",61754,1245.8494
"05/14/2023 05:15:00","EDT","DUNWOD",61760,447.5719
"05/14/2023 05:15:00","EDT","GENESE",61753,746.983
"05/14/2023 05:15:00","EDT","HUD VL",61758,721.728
"05/14/2023 05:15:00","EDT","LONGIL",61762,1562.7214
"05/14/2023 05:15:00","EDT","MHK VL",61756,586.8725
"05/14/2023 05:15:00","EDT","MILLWD",61759,210.8962
"05/14/2023 05:15:00","EDT","N.Y.C.",61761,4087.7173
"05/14/2023 05:15:00","EDT","NORTH",61755,574.874
"05/14/2023 05:15:00","EDT","WEST",61752,1181.0967
"05/14/2023 05:20:00","EDT","CAPITL",61757,872.9501
"05/14/2023 05:20:00","EDT","CENTRL",61754,1233.9377
"05/14/2023 05:20:00","EDT","DUNWOD",61760,455.8316
"05/14/2023 05:20:00","EDT","GENESE",61753,750.1136
"05/14/2023 05:20:00","EDT","HUD VL",61758,751.59
"05/14/2023 05:20:00","EDT","LONGIL",61762,1563.4084
"05/14/2023 05:20:00","EDT","MHK VL",61756,578.3578
"05/14/2023 05:20:00","EDT","MILLWD",61759,199.9323
"05/14/2023 05:20:00","EDT","N.Y.C.",61761,4075.0903
"05/14/2023 05:20:00","EDT","NORTH",61755,591.4502
"05/14/2023 05:20:00","EDT","WEST",61752,1196.0212
"05/14/2023 05:25:00","EDT","CAPITL",61757,882.2488
"05/14/2023 05:25:00","EDT","CENTRL",61754,1244.3674
"05/14/2023 05:25:00","EDT","DUNWOD",61760,452.7351
"05/14/2023 05:25:00","EDT","GENESE",61753,751.9106
"05/14/2023 05:25:00","EDT","HUD VL",61758,735.1827
"05/14/2023 05:25:00","EDT","LONGIL",61762,1549.6771
"05/14/2023 05:25:00","EDT","MHK VL",61756,597.3865
"05/14/2023 05:25:00","EDT","MILLWD",61759,210.3519
"05/14/2023 05:25:00","EDT","N.Y.C.",61761,4070.8667
"05/14/2023 05:25:00","EDT","NORTH",61755,573.3591
"05/14/2023 05:25:00","EDT","WEST",61752,1198.3989
"05/14/2023 05:30:00","EDT","CAPITL",61757,873.8138
"05/14/2023 05:30:00","EDT","CENTRL",61754,1261.6985
"05/14/2023 05:30:00","EDT","DUNWOD",61760,456.8832
"05/14/2023 05:30:00","EDT","GENESE",61753,748.7697
"05/14/2023 05:30:00","EDT","HUD VL",61758,743.8216
"05/14/2023 05:30:00","EDT","LONGIL",61762,1549.2018
"05/14/2023 05:30:00","EDT","MHK VL",61756,580.0633
"05/14/2023 05:30:00","EDT","MILLWD",61759,196.5128
"05/14/2023 05:30:00","EDT","N.Y.C.",61761,4073.776
"05/14/2023 05:30:00","EDT","NORTH",61755,576.6199
"05/14/2023 05:30:00","EDT","WEST",61752,1189.887
"05/14/2023 05:35:00","EDT","CAPITL",61757,869.6937
"05/14/2023 05:35:00","EDT","CENTRL",61754,1222.1917
"05/14/2023 05:35:00","EDT","DUNWOD",61760,458.9613
"05/14/2023 05:35:00","EDT","GENESE",61753,750.3842
"05/14/2023 05:35:00","EDT","HUD VL",61758,746.1142
"05/14/2023 05:35:00","EDT","LONGIL",61762,1537.9323
"05/14/2023 05:35:00","EDT","MHK VL",61756,582.1117
"05/14/2023 05:35:00","EDT","MILLWD",61759,204.5222
"05/14/2023 05:35:00","EDT","N.Y.C.",61761,4042.683
"05/14/2023 05:35:00","EDT","NORTH",61755,582.9608
"05/14/2023 05:35:00","EDT","WEST",61752,1177.4646
"05/14/2023 05:40:00","EDT","CAPITL",61757,876.0011
"05/14/2023 05:40:00","EDT","CENTRL",61754,1235.1139
"05/14/2023 05:40:00","EDT","DUNWOD",61760,452.1672
"05/14/2023 05:40:00","EDT","GENESE",61753,747.925
"05/14/2023 05:40:00","EDT","HUD VL",61758,716.3783
"05/14/2023 05:40:00","EDT","LONGIL",61762,1531.8689
"05/14/2023 05:40:00","EDT","MHK VL",61756,588.098
"05/14/2023 05:40:00","EDT","MILLWD",61759,203.0187
"05/14/2023 05:40:00","EDT","N.Y.C.",61761,4051.4224
"05/14/2023 05:40:00","EDT","NORTH",61755,575.9901
"05/14/2023 05:40:00","EDT","WEST",61752,1177.1973
"05/14/2023 05:45:00","EDT","CAPITL",61757,874.4589
"05/14/2023 05:45:00","EDT","CENTRL",61754,1221.1404
"05/14/2023 05:45:00","EDT","DUNWOD",61760,446.8668
"05/14/2023 05:45:00","EDT","GENESE",61753,743.4063
"05/14/2023 05:45:00","EDT","HUD VL",61758,725.1561
"05/14/2023 05:45:00","EDT","LONGIL",61762,1533.8584
"05/14/2023 05:45:00","EDT","MHK VL",61756,590.7023
"05/14/2023 05:45:00","EDT","MILLWD",61759,204.8704
"05/14/2023 05:45:00","EDT","N.Y.C.",61761,4061.4077
"05/14/2023 05:45:00","EDT","NORTH",61755,571.2784
"05/14/2023 05:45:00","EDT","WEST",61752,1195.2164
"05/14/2023 05:50:00","EDT","CAPITL",61757,874.0425
"05/14/2023 05:50:00","EDT","CENTRL",61754,1249.9858
"05/14/2023 05:50:00","EDT","DUNWOD",61760,444.063
"05/14/2023 05:50:00","EDT","GENESE",61753,738.3328
"05/14/2023 05:50:00","EDT","HUD VL",61758,718.6626
"05/14/2023 05:50:00","EDT","LONGIL",61762,1527.4203
"05/14/2023 05:50:00","EDT","MHK VL",61756,598.2627
"05/14/2023 05:50:00","EDT","MILLWD",61759,203.1068
"05/14/2023 05:50:00","EDT","N.Y.C.",61761,4047.88
"05/14/2023 05:50:00","EDT","NORTH",61755,567.6481
"05/14/2023 05:50:00","EDT","WEST",61752,1176.3518
"05/14/2023 05:55:00","EDT","CAPITL",61757,873.0063
"05/14/2023 05:55:00","EDT","CENTRL",61754,1262.5281
"05/14/2023 05:55:00","EDT","DUNWOD",61760,447.7224
"05/14/2023 05:55:00","EDT","GENESE",61753,738.3292
"05/14/2023 05:55:00","EDT","HUD VL",61758,726.7199
"05/14/2023 05:55:00","EDT","LONGIL",61762,1516.5814
"05/14/2023 05:55:00","EDT","MHK VL",61756,595.1964
"05/14/2023 05:55:00","EDT","MILLWD",61759,200.9759
"05/14/2023 05:55:00","EDT","N.Y.C.",61761,4047.2383
"05/14/2023 05:55:00","EDT","NORTH",61755,576.0166
"05/14/2023 05:55:00","EDT","WEST",61752,1185.5588
"05/14/2023 06:00:00","EDT","CAPITL",61757,864.4633
"05/14/2023 06:00:00","EDT","CENTRL",61754,1255.9099
"05/14/2023 06:00:00","EDT","DUNWOD",61760,442.2723
"05/14/2023 06:00:00","EDT","GENESE",61753,743.8012
"05/14/2023 06:00:00","EDT","HUD VL",61758,745.9165
"05/14/2023 06:00:00","EDT","LONGIL",61762,1518.6571
"05/14/2023 06:00:00","EDT","MHK VL",61756,583.3065
"05/14/2023 06:00:00","EDT","MILLWD",61759,201.1681
"05/14/2023 06:00:00","EDT","N.Y.C.",61761,4042.1545
"05/14/2023 06:00:00","EDT","NORTH",61755,573.6002
"05/14/2023 06:00:00","EDT","WEST",61752,1170.8423
"05/14/2023 06:05:00","EDT","CAPITL",61757,887.5513
"05/14/2023 06:05:00","EDT","CENTRL",61754,1264.6044
"05/14/2023 06:05:00","EDT","DUNWOD",61760,437.9318
"05/14/2023 06:05:00","EDT","GENESE",61753,742.4569
"05/14/2023 06:05:00","EDT","HUD VL",61758,723.4316
"05/14/2023 06:05:00","EDT","LONGIL",61762,1540.7485
"05/14/2023 06:05:00","EDT","MHK VL",61756,585.6235
"05/14/2023 06:05:00","EDT","MILLWD",61759,206.0357
"05/14/2023 06:05:00","EDT","N.Y.C.",61761,4038.6416
"05/14/2023 06:05:00","EDT","NORTH",61755,579.0547
"05/14/2023 06:05:00","EDT","WEST",61752,1182.0562
"05/14/2023 06:10:00","EDT","CAPITL",61757,887.6934
"05/14/2023 06:10:00","EDT","CENTRL",61754,1271.5444
"05/14/2023 06:10:00","EDT","DUNWOD",61760,440.0356
"05/14/2023 06:10:00","EDT","GENESE",61753,749.6622
"05/14/2023 06:10:00","EDT","HUD VL",61758,722.0629
"05/14/2023 06:10:00","EDT","LONGIL",61762,1532.5848
"05/14/2023 06:10:00","EDT","MHK VL",61756,589.5995
"05/14/2023 06:10:00","EDT","MILLWD",61759,209.3523
